hc,hu,rho
-1.0,-0.7,0.010300171299621824
-0.962962962962963,-0.7,-0.02623146036070679
-0.9259259259259259,-0.7,0.0018816524356902106
-0.8888888888888888,-0.7,-0.02665039291480795
-0.8518518518518519,-0.7,0.006608534092745257
-0.8148148148148149,-0.7,-0.03359954650119181
-0.7777777777777778,-0.7,-0.021664097718901987
-0.7407407407407407,-0.7,-0.020788055086012086
-0.7037037037037037,-0.7,-0.04385862126900451
-0.6666666666666667,-0.7,4.1170988436005015e-05
-0.6296296296296297,-0.7,-0.036345022458282625
-0.5925925925925926,-0.7,-0.03282972838533119
-0.5555555555555556,-0.7,-0.021631779601147653
-0.5185185185185186,-0.7,-0.0017049135604643856
-0.4814814814814815,-0.7,-0.024517833582710417
-0.4444444444444444,-0.7,0.018343624623197673
-0.40740740740740744,-0.7,-0.010738496884446244
-0.37037037037037046,-0.7,-0.013273558523542308
-0.33333333333333337,-0.7,-0.0004775065180370689
-0.2962962962962963,-0.7,-0.00714490984916121
-0.2592592592592593,-0.7,-0.018732407472512574
-0.22222222222222232,-0.7,-0.008548556354651723
-0.18518518518518523,-0.7,0.004987649561230925
-0.14814814814814814,-0.7,0.02910403025585545
-0.11111111111111116,-0.7,0.01248842075502995
-0.07407407407407418,-0.7,0.018821298046422047
-0.03703703703703709,-0.7,-0.018723800005620142
0.0,-0.7,0.013906574669364713
0.03703703703703698,-0.7,0.020451642732919415
0.07407407407407396,-0.7,0.05001112308898577
0.11111111111111116,-0.7,0.05000384597022542
0.14814814814814814,-0.7,0.0300354911261654
0.18518518518518512,-0.7,0.03797222287409877
0.2222222222222221,-0.7,0.030402015291723386
0.2592592592592591,-0.7,0.021455657597781
0.2962962962962963,-0.7,0.0331890089236667
0.33333333333333326,-0.7,0.027391104718420108
0.37037037037037024,-0.7,0.03757628730800917
0.40740740740740744,-0.7,0.042262686623505435
0.4444444444444444,-0.7,0.027957502625429044
0.4814814814814814,-0.7,0.0463301686165531
0.5185185185185184,-0.7,0.011025513705791114
0.5555555555555554,-0.7,0.026363646710236034
0.5925925925925926,-0.7,0.027215808809536484
0.6296296296296295,-0.7,-0.0054216574481267404
0.6666666666666665,-0.7,0.029396032945932626
0.7037037037037037,-0.7,0.028740686133669466
0.7407407407407407,-0.7,0.041760785579445514
0.7777777777777777,-0.7,0.013306694184173315
0.8148148148148147,-0.7,0.02128557188697375
