hc,hu,rho
-1.0,-0.7,-0.009194417155912368
-0.962962962962963,-0.7,0.009706035705670784
-0.9259259259259259,-0.7,0.019989001899529325
-0.8888888888888888,-0.7,-0.011433522957086956
-0.8518518518518519,-0.7,-0.015016649105650268
-0.8148148148148149,-0.7,0.0037193366460596348
-0.7777777777777778,-0.7,-0.012091220866310771
-0.7407407407407407,-0.7,-0.0014888039035004155
-0.7037037037037037,-0.7,0.009656733621969543
-0.6666666666666667,-0.7,-0.006578299626645096
-0.6296296296296297,-0.7,0.0007966362369073252
-0.5925925925925926,-0.7,-0.050951141620621504
-0.5555555555555556,-0.7,-0.0006220024664226331
-0.5185185185185186,-0.7,-0.019022520209453112
-0.4814814814814815,-0.7,-0.03084246666470794
-0.4444444444444444,-0.7,-0.019050136930395853
-0.40740740740740744,-0.7,-0.03457424872199549
-0.37037037037037046,-0.7,-0.034188025150643765
-0.33333333333333337,-0.7,-0.04692266180295533
-0.2962962962962963,-0.7,-0.025481706723919865
-0.2592592592592593,-0.7,-0.03584934058088527
-0.22222222222222232,-0.7,-0.02674137670802986
-0.18518518518518523,-0.7,-0.0018760413243663742
-0.14814814814814814,-0.7,-0.012320566429531884
-0.11111111111111116,-0.7,-0.03161505026007112
-0.07407407407407418,-0.7,-0.004540513568175672
-0.03703703703703709,-0.7,0.004590946294044091
0.0,-0.7,-0.008952790527171304
0.03703703703703698,-0.7,-0.008093165897410754
0.07407407407407396,-0.7,-0.008967738714146235
0.11111111111111116,-0.7,-0.02150305063746718
0.14814814814814814,-0.7,0.010324228074160053
0.18518518518518512,-0.7,0.002582836104222379
0.2222222222222221,-0.7,-0.00490726724059172
0.2592592592592591,-0.7,-0.0035937821024166284
0.2962962962962963,-0.7,-0.004355124017964842
0.33333333333333326,-0.7,0.02099332012172358
0.37037037037037024,-0.7,-0.005319965710314313
0.40740740740740744,-0.7,-0.02608287009785059
0.4444444444444444,-0.7,0.002083445720516922
0.4814814814814814,-0.7,0.013800924778216133
0.5185185185185184,-0.7,0.010734700142702086
0.5555555555555554,-0.7,-0.005051067331333973
0.5925925925925926,-0.7,-0.023611836130352205
0.6296296296296295,-0.7,0.03233176466735597
0.6666666666666665,-0.7,-0.013891641703796035
0.7037037037037037,-0.7,0.0030262041837447245
0.7407407407407407,-0.7,-0.0015418285697498977
0.7777777777777777,-0.7,-0.00916334048484658
0.8148148148148147,-0.7,-0.005954829357922125
0.8518518518518516,-0.7,-0.016426289079832252
0.8888888888888888,-0.7,-0.013547559382903331
0.9259259259259258,-0.7,-0.007765734570457253
0.9629629629629628,-0.7,-0.002186577181449408
1.0,-0.7,0.036341181328927344
-1.0,-0.674074074074074,-0.027344641961397097
-0.962962962962963,-0.674074074074074,0.003586262375120209
-0.9259259259259259,-0.674074074074074,-0.013501800312614857
-0.8888888888888888,-0.674074074074074,-0.02171924740830767
-0.8518518518518519,-0.674074074074074,-0.038340866988742124
-0.8148148148148149,-0.674074074074074,-0.01896022034939634
-0.7777777777777778,-0.674074074074074,-0.03482775861624403
-0.7407407407407407,-0.674074074074074,-0.015883437801004464
-0.7037037037037037,-0.674074074074074,-0.015688961647900387
-0.6666666666666667,-0.674074074074074,-0.04007743166305114
-0.6296296296296297,-0.674074074074074,-0.005168559065255332
-0.5925925925925926,-0.674074074074074,-0.025504019325676624
-0.5555555555555556,-0.674074074074074,-0.022816618327107484
-0.5185185185185186,-0.674074074074074,-0.019181518913642722
-0.4814814814814815,-0.674074074074074,-0.029262706305919043
-0.4444444444444444,-0.674074074074074,-0.007762188649253557
-0.40740740740740744,-0.674074074074074,0.0013231103061886011
-0.37037037037037046,-0.674074074074074,-0.01991540521095278
-0.33333333333333337,-0.674074074074074,-0.007987333225786989
-0.2962962962962963,-0.674074074074074,0.007490677023051107
-0.2592592592592593,-0.674074074074074,-0.009764804793830961
-0.22222222222222232,-0.674074074074074,-0.022495041167513226
-0.18518518518518523,-0.674074074074074,0.0001376498752577067
-0.14814814814814814,-0.674074074074074,-0.01469128279541247
-0.11111111111111116,-0.674074074074074,-0.01834129640366358
-0.07407407407407418,-0.674074074074074,-0.03599718661402916
-0.03703703703703709,-0.674074074074074,-0.01072162272277441
0.0,-0.674074074074074,-0.024428015946096275
0.03703703703703698,-0.674074074074074,-0.006404876692583219
0.07407407407407396,-0.674074074074074,-0.0408353693254758
0.11111111111111116,-0.674074074074074,-0.025600407722808825
0.14814814814814814,-0.674074074074074,0.01574984497274764
0.18518518518518512,-0.674074074074074,0.02125628790523501
0.2222222222222221,-0.674074074074074,0.001463213967478361
0.2592592592592591,-0.674074074074074,0.0011299769011156747
0.2962962962962963,-0.674074074074074,-0.037537277001351135
0.33333333333333326,-0.674074074074074,0.005545926483417558
0.37037037037037024,-0.674074074074074,-0.011228306211989647
